Series_Title,Overview,clean_text
À bout de souffle,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.","À bout de souffle A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy. Crime, Drama Jean-Luc Godard Jean-Paul Belmondo Jean Seberg Daniel Boulanger Henri-Jacques Huet"
Red River,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.","Red River Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son. Action, Adventure, Drama Howard Hawks Arthur Rosson John Wayne Montgomery Clift Joanne Dru"
Key Largo,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.","Key Largo A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other. Action, Crime, Drama John Huston Humphrey Bogart Edward G. Robinson Lauren Bacall Lionel Barrymore"
To Have and Have Not,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.","To Have and Have Not During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer. Adventure, Comedy, Film-Noir Howard Hawks Humphrey Bogart Lauren Bacall Walter Brennan Dolores Moran"
Shadow of a Doubt,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.","Shadow of a Doubt A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities. Film-Noir, Thriller Alfred Hitchcock Teresa Wright Joseph Cotten Macdonald Carey Henry Travers"
Stagecoach,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,"Stagecoach A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process. Adventure, Drama, Western John Ford John Wayne Claire Trevor Andy Devine John Carradine"
The Lady Vanishes,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.","The Lady Vanishes While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train. Mystery, Thriller Alfred Hitchcock Margaret Lockwood Michael Redgrave Paul Lukas May Whitty"
Bringing Up Baby,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.","Bringing Up Baby While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby. Comedy, Family, Romance Howard Hawks Katharine Hepburn Cary Grant Charles Ruggles Walter Catlett"
Bride of Frankenstein,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.","Bride of Frankenstein Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate. Drama, Horror, Sci-Fi James Whale Boris Karloff Elsa Lanchester Colin Clive Valerie Hobson"
Duck Soup,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,"Duck Soup Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale. Comedy, Musical, War Leo McCarey Groucho Marx Harpo Marx Chico Marx Zeppo Marx"
Scarface: The Shame of the Nation,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","Scarface: The Shame of the Nation An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall. Action, Crime, Drama Howard Hawks Richard Rosson Paul Muni Ann Dvorak Karen Morley"
Frankenstein,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,"Frankenstein Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts. Drama, Horror, Sci-Fi James Whale Colin Clive Mae Clarke Boris Karloff John Boles"
Roma,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Roma A year in the life of a middle-class family's maid in Mexico City in the early 1970s. Drama Alfonso Cuarón Yalitza Aparicio Marina de Tavira Diego Cortina Autrey Carlos Peralta
God's Own Country,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.","God's Own Country Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path. Drama, Romance Francis Lee Josh O'Connor Alec Secareanu Gemma Jones Ian Hart"
Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.","Deadpool 2 Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable. Action, Adventure, Comedy David Leitch Ryan Reynolds Josh Brolin Morena Baccarin Julian Dennison"
Wind River,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"Wind River A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation. Crime, Drama, Mystery Taylor Sheridan Kelsey Asbille Jeremy Renner Julia Jones Teo Briones"
Get Out,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.","Get Out A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point. Horror, Mystery, Thriller Jordan Peele Daniel Kaluuya Allison Williams Bradley Whitford Catherine Keener"
Mission: Impossible - Fallout,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","Mission: Impossible - Fallout Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong. Action, Adventure, Thriller Christopher McQuarrie Tom Cruise Henry Cavill Ving Rhames Simon Pegg"
En man som heter Ove,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","En man som heter Ove Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors. Comedy, Drama, Romance Hannes Holm Rolf Lassgård Bahar Pars Filip Berg Ida Engvoll"
What We Do in the Shadows,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.","What We Do in the Shadows Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts. Comedy, Horror Jemaine Clement Taika Waititi Jemaine Clement Taika Waititi Cori Gonzalez-Macuer"
Omoide no Mânî,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","Omoide no Mânî Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie. Animation, Drama, Family James Simone Hiromasa Yonebayashi Sara Takatsuki Kasumi Arimura Nanako Matsushima"
The Theory of Everything,A look at the relationship between the famous physicist Stephen Hawking and his wife.,"The Theory of Everything A look at the relationship between the famous physicist Stephen Hawking and his wife. Biography, Drama, Romance James Marsh Eddie Redmayne Felicity Jones Tom Prior Sophie Perry"
Kingsman: The Secret Service,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","Kingsman: The Secret Service A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius. Action, Adventure, Comedy Matthew Vaughn Colin Firth Taron Egerton Samuel L. Jackson Michael Caine"
The Fault in Our Stars,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,"The Fault in Our Stars Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam. Drama, Romance Josh Boone Shailene Woodley Ansel Elgort Nat Wolff Laura Dern"
Me and Earl and the Dying Girl,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.","Me and Earl and the Dying Girl High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer. Comedy, Drama Alfonso Gomez-Rejon Thomas Mann RJ Cyler Olivia Cooke Nick Offerman"
Birdman or (The Unexpected Virtue of Ignorance),"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","Birdman or (The Unexpected Virtue of Ignorance) A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production. Comedy, Drama Alejandro G. Iñárritu Michael Keaton Zach Galifianakis Edward Norton Andrea Riseborough"
La vie d'Adèle,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","La vie d'Adèle Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss. Drama, Romance Abdellatif Kechiche Léa Seydoux Adèle Exarchopoulos Salim Kechiouche Aurélien Recoing"
Kai po che!,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,"Kai po che! Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars. Drama, Sport Abhishek Kapoor Amit Sadh Sushant Singh Rajput Rajkummar Rao Amrita Puri"
The Broken Circle Breakdown,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.","The Broken Circle Breakdown Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial. Drama, Music, Romance Felix van Groeningen Veerle Baetens Johan Heldenbergh Nell Cattrysse Geert Van Rampelberg"
Captain America: The Winter Soldier,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","Captain America: The Winter Soldier As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier. Action, Adventure, Sci-Fi Anthony Russo Joe Russo Chris Evans Samuel L. Jackson Scarlett Johansson"
Rockstar,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.","Rockstar Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer. Drama, Music, Musical Imtiaz Ali Ranbir Kapoor Nargis Fakhri Shammi Kapoor Kumud Mishra"
Nebraska,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","Nebraska An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize. Adventure, Comedy, Drama Alexander Payne Bruce Dern Will Forte June Squibb Bob Odenkirk"
Wreck-It Ralph,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","Wreck-It Ralph A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives. Animation, Adventure, Comedy Rich Moore John C. Reilly Jack McBrayer Jane Lynch Sarah Silverman"
Le Petit Prince,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","Le Petit Prince A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince. Animation, Adventure, Drama Mark Osborne Jeff Bridges Mackenzie Foy Rachel McAdams Marion Cotillard"
Detachment,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,Detachment A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment. Drama Tony Kaye Adrien Brody Christina Hendricks Marcia Gay Harden Lucy Liu
Midnight in Paris,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","Midnight in Paris While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight. Comedy, Fantasy, Romance Woody Allen Owen Wilson Rachel McAdams Kathy Bates Kurt Fuller"
The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","The Lego Movie An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis. Animation, Action, Adventure Christopher Miller Phil Lord Chris Pratt Will Ferrell Elizabeth Banks"
Gravity,Two astronauts work together to survive after an accident leaves them stranded in space.,"Gravity Two astronauts work together to survive after an accident leaves them stranded in space. Drama, Sci-Fi, Thriller Alfonso Cuarón Sandra Bullock George Clooney Ed Harris Orto Ignatiussen"
Star Trek Into Darkness,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","Star Trek Into Darkness After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction. Action, Adventure, Sci-Fi J.J. Abrams Chris Pine Zachary Quinto Zoe Saldana Benedict Cumberbatch"
Beasts of No Nation,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","Beasts of No Nation A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country. Drama, War Cary Joji Fukunaga Abraham Attah Emmanuel Affadzi Ricky Adelayitor Andrew Adote"
The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.","The Social Network As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business. Biography, Drama David Fincher Jesse Eisenberg Andrew Garfield Justin Timberlake Rooney Mara"
X: First Class,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","X: First Class In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them. Action, Adventure, Sci-Fi Matthew Vaughn James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon"
The Hangover,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","The Hangover Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding. Comedy Todd Phillips Zach Galifianakis Bradley Cooper Justin Bartha Ed Helms"
Skyfall,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","Skyfall James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost. Action, Adventure, Thriller Sam Mendes Daniel Craig Javier Bardem Naomie Harris Judi Dench"
Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","Silver Linings Playbook After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own. Comedy, Drama, Romance David O. Russell Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver"
Argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","Argo Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979. Biography, Drama, Thriller Ben Affleck Ben Affleck Bryan Cranston John Goodman Alan Arkin"
(500) Days of Summer,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.","(500) Days of Summer An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her. Comedy, Drama, Romance Marc Webb Zooey Deschanel Joseph Gordon-Levitt Geoffrey Arend Chloë Grace Moretz"
Harry Potter and the Deathly Hallows: Part 1,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","Harry Potter and the Deathly Hallows: Part 1 As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows. Adventure, Family, Fantasy David Yates Daniel Radcliffe Emma Watson Rupert Grint Bill Nighy"
Gake no ue no Ponyo,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","Gake no ue no Ponyo A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him. Animation, Adventure, Comedy Hayao Miyazaki Cate Blanchett Matt Damon Liam Neeson Tomoko Yamaguchi"
Frost/Nixon,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,"Frost/Nixon A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon. Biography, Drama, History Ron Howard Frank Langella Michael Sheen Kevin Bacon Sam Rockwell"
Papurika,"When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it.","Papurika When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it. Animation, Drama, Fantasy Satoshi Kon Megumi Hayashibara Tôru Emori Katsunosuke Hori Tôru Furuya"
Changeling,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,"Changeling Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child. Biography, Crime, Drama Clint Eastwood Angelina Jolie Colm Feore Amy Ryan Gattlin Griffith"
Flipped,Two eighth-graders start to have feelings for each other despite being total opposites.,"Flipped Two eighth-graders start to have feelings for each other despite being total opposites. Comedy, Drama, Romance Rob Reiner Madeline Carroll Callan McAuliffe Rebecca De Mornay Anthony Edwards"
Toki o kakeru shôjo,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.","Toki o kakeru shôjo A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own. Animation, Adventure, Comedy Mamoru Hosoda Riisa Naka Takuya Ishida Mitsutaka Itakura Ayami Kakiuchi"
Death Note: Desu nôto,"A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.","Death Note: Desu nôto A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals. Crime, Drama, Fantasy Shûsuke Kaneko Tatsuya Fujiwara Ken'ichi Matsuyama Asaka Seto Yû Kashii"
This Is England,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","This Is England A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit. Crime, Drama Shane Meadows Thomas Turgoose Stephen Graham Jo Hartley Andrew Shim"
Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"Ex Machina A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I. Drama, Sci-Fi, Thriller Alex Garland Alicia Vikander Domhnall Gleeson Oscar Isaac Sonoya Mizuno"
Efter brylluppet,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.","Efter brylluppet A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret. Drama Susanne Bier Mads Mikkelsen Sidse Babett Knudsen Rolf Lassgård Neeral Mulchandani"
The Last King of Scotland,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,"The Last King of Scotland Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s. Biography, Drama, History Kevin Macdonald James McAvoy Forest Whitaker Gillian Anderson Kerry Washington"
Zodiac,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","Zodiac In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree. Crime, Drama, Mystery David Fincher Jake Gyllenhaal Robert Downey Jr. Mark Ruffalo Anthony Edwards"
Lucky Number Slevin,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","Lucky Number Slevin A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him. Action, Crime, Drama Paul McGuigan Josh Hartnett Ben Kingsley Morgan Freeman Lucy Liu"
Joyeux Noël,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.","Joyeux Noël In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life. Drama, History, Music Christian Carion Diane Kruger Benno Fürmann Guillaume Canet Natalie Dessay"
Control,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.","Control A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23. Biography, Drama, Music Anton Corbijn Sam Riley Samantha Morton Craig Parkinson Alexandra Maria Lara"
Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Tangled The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is. Animation, Adventure, Comedy Nathan Greno Byron Howard Mandy Moore Zachary Levi Donna Murphy"
Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","Zwartboek In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance. Drama, Thriller, War Paul Verhoeven Carice van Houten Sebastian Koch Thom Hoffman Halina Reijn"
Brokeback Mountain,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.","Brokeback Mountain The story of a forbidden and secretive relationship between two cowboys, and their lives over the years. Drama, Romance Ang Lee Jake Gyllenhaal Heath Ledger Michelle Williams Randy Quaid"
3:10 to Yuma,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"3:10 to Yuma A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher. Action, Crime, Drama James Mangold Russell Crowe Christian Bale Ben Foster Logan Lerman"
Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","Crash Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption. Crime, Drama, Thriller Paul Haggis Don Cheadle Sandra Bullock Thandie Newton Karina Arroyave"
Kung fu,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","Kung fu In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf. Action, Comedy, Fantasy Stephen Chow Stephen Chow Wah Yuen Qiu Yuen Siu-Lung Leung"
The Bourne Supremacy,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","The Bourne Supremacy When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive. Action, Mystery, Thriller Paul Greengrass Matt Damon Franka Potente Joan Allen Brian Cox"
The Machinist,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,"The Machinist An industrial worker who hasn't slept in a year begins to doubt his own sanity. Drama, Thriller Brad Anderson Christian Bale Jennifer Jason Leigh Aitana Sánchez-Gijón John Sharian"
Ray,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","Ray The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s. Biography, Drama, Music Taylor Hackford Jamie Foxx Regina King Kerry Washington Clifton Powell"
Lost in Translation,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"Lost in Translation A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo. Comedy, Drama Sofia Coppola Bill Murray Scarlett Johansson Giovanni Ribisi Anna Faris"
Harry Potter and the Goblet of Fire,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","Harry Potter and the Goblet of Fire Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares. Adventure, Family, Fantasy Mike Newell Daniel Radcliffe Emma Watson Rupert Grint Eric Sykes"
Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","Man on Fire In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect. Action, Crime, Drama Tony Scott Denzel Washington Christopher Walken Dakota Fanning Radha Mitchell"
Coraline,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","Coraline An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets. Animation, Drama, Family Henry Selick Dakota Fanning Teri Hatcher John Hodgman Jennifer Saunders"
The Last Samurai,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,"The Last Samurai An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle. Action, Drama Edward Zwick Tom Cruise Ken Watanabe Billy Connolly William Atherton"
The Magdalene Sisters,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,The Magdalene Sisters Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum. Drama Peter Mullan Eileen Walsh Dorothy Duffy Nora-Jane Noone Anne-Marie Duff
